sms_id,text,label
sms16491,best song in world﻿,ham
sms16492,BEAUTIFUL,ham
sms16493,Good song:-)﻿,ham
sms16494,She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,ham
sms16495,Check out this video on YouTube:﻿,spam
sms16496,Love this song﻿,ham
sms16497,Love this song! My soccer team made a cd for our couch with this song on it!﻿,ham
sms16498,fave song﻿,ham
sms16499,Watching in 2015﻿,ham
sms16500,I felt old when I realized that this song was 5 years old...﻿,ham
sms16501,love Shakira!﻿,ham
sms16502,One of the best song of all the time﻿,ham
sms16503,I really am madly in love with this woman!!﻿,ham
sms16504,i totally love this song. absolutely fantastic! i love ya shakira!﻿,ham
sms16505,im still watching in 2015﻿,ham
sms16506,the song is sad﻿,ham
sms16507,goood﻿,ham
sms16508,The best FIFA world cup song for sure.﻿,ham
sms16509,Nice vídeo shakira good﻿,ham
sms16510,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",spam
sms16511,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",spam
sms16512,Waka waka﻿,ham
sms16513,she is beautiful but it is not American!﻿,ham
sms16514,Thumbs up if your watching in 2015﻿,spam
sms16515,ILOVETHISSONG﻿,ham
sms16516,Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,spam
sms16517,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,ham
sms16518,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,ham
sms16519,Check out this video on YouTube:﻿,spam
sms16520,I love you﻿,ham
sms16521,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",ham
sms16522,ILove shakira ﻿,ham
sms16523,It was  cool   the best   song ever  ﻿,ham
sms16524,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,ham
sms16525,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,spam
sms16526,nice song﻿,ham
sms16527,waka waka﻿,ham
sms16528,super music﻿,ham
sms16529,How could 108k people dislike this song or video﻿,ham
sms16530,Love it!!!!!!!!!!!!!!!!💜﻿,ham
sms16531,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,ham
sms16532,Youtube comments be like<br />This is so 5 years ago. ﻿,ham
sms16533,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,ham
sms16534,Your the best♣♥﻿,ham
sms16535,I love you  ;p﻿,ham
sms16536,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,ham
sms16537,"This song is special, because is a song for Africa  and I am an African ﻿",ham
sms16538,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,ham
sms16539,I love shakira<br />❤❤❤❤﻿,ham
sms16540,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",spam
sms16541,I remember that torunament like it was today.﻿,ham
sms16542,Thank you. Please give your email. ﻿,spam
sms16543,beautiful﻿,ham
sms16544,Like﻿,ham
sms16545,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",ham
sms16546,GREAT!!!﻿,ham
sms16547,Best World Cup Song﻿,ham
sms16548,Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,spam
sms16549,This song is so beauty,ham
sms16550,I heard this when I was only 6 years old and I still love it﻿,ham
sms16551,nice song﻿,ham
sms16552,waka waka:-):-):-)﻿,ham
sms16553,Oh my god go to 1 billion of replay i love shakira﻿,ham
sms16554,i love her﻿,ham
sms16555,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,ham
sms16556,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,spam
sms16557,I liked<br />﻿,ham
sms16558,I like this song ﻿,ham
sms16559,i like it :)﻿,ham
sms16560,Waka waka !!!﻿,ham
sms16561,Amazing song﻿,ham
sms16562,Cool song ﻿,ham
sms16563,i love u  shakira﻿,ham
sms16564,Waka waka ﻿,ham
sms16565,this song sucks﻿,ham
sms16566,Lol I love this song﻿,ham
sms16567,Shakira﻿,ham
sms16568,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,spam
sms16569,Wow...5 years<br />﻿,ham
sms16570,subscribe to me and I wil subscribe to you back﻿,spam
sms16571,You best singer﻿,ham
sms16572,5 years soon!﻿,ham
sms16573,Like﻿,ham
sms16574,Wanderfol is love or miusic﻿,ham
sms16575,waka waka﻿,ham
sms16576,BEST SONG EVER X3333333333﻿,ham
sms16577,"Very pleasant to hear, haha, good.﻿",ham
sms16578,love!!!!﻿,ham
sms16579,wow,ham
sms16580,Waka waka eh eh﻿,ham
sms16581,Cutie girl and beautiful song,ham
sms16582,Love you shkira﻿,ham
sms16583,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",ham
sms16584,I loved this song when I was in my teenage years!﻿,ham
sms16585,Lip synch is terrible﻿,ham
sms16586,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",ham
sms16587,Gusttavo Lima Você não me conhece <br />Check out﻿,spam
sms16588,Best world cup offical song﻿,ham
sms16589,5 years ago damn ﻿,ham
sms16590,Very nice,ham
sms16591,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",spam
sms16592,like me﻿,ham
sms16593,SHAKIRA SONG WAKA WAKA﻿,ham
sms16594,So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,ham
sms16595,I love this song and expect the World Cup .﻿,ham
sms16596,Good times ...﻿,ham
sms16597,"It makes me happy instantly, and makes me forgot everything bad happening!﻿",ham
sms16598,Love this song so much! One of my faves! Xxx﻿,ham
sms16599,"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",ham
sms16600,BEST SONG! GO SHAKI :D﻿,ham
sms16601,THIS IS SHIT AND SOOOOO AUTOTUNED﻿,ham
sms16602,....I stil lisening this :)﻿,ham
sms16603,sexy shakira﻿,ham
sms16604,I love you Shakiria!!!!!!﻿,ham
sms16605,Me and my aunt love this song!!!!!﻿,ham
sms16606,I subscribed it<br />﻿,spam
sms16607,Check out this playlist on YouTube<br />﻿,spam
sms16608,Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,spam
sms16609,Check out this video on YouTube:﻿,spam
sms16610,Check out this playlist on YouTube:Central ﻿,spam
sms16611,"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",spam
sms16612,please visit my channel﻿,spam
sms16613,Pleas subscribe my channel GamezZMTA﻿,spam
sms16614,Pleas subscribe my channel﻿,spam
sms16615,Pleas subscribe GamezZ MTA my channel<br />﻿,spam
sms16616,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",spam
sms16617,Check out this video on YouTube: ﻿,spam
sms16618,Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,spam
sms16619,Check out this playlist on YouTube:﻿,spam
sms16620,Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,spam
sms16621,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",spam
sms16622,i am from Brazil please subscribe my channel love you all﻿,spam
sms16623,Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,spam
sms16624,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,spam
sms16625,Check out this video on YouTube:﻿,spam
sms16626,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",spam
sms16627,There are beautiful songs please subscribe﻿,spam
sms16628,Can this channel get 500+ subscribers? You can make that happen :D﻿,spam
sms16629,"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",spam
sms16630,and how many subscribers compared to her over a million,spam
sms16631,"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",spam
sms16632,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,spam
sms16633,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",spam
sms16634,"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",spam
sms16635,"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",spam
sms16636, subscribe to my feed,spam
sms16637,:D subscribe to me for daily vines,spam
sms16638,"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",spam
sms16639,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",spam
sms16640,Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),spam
sms16641,we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,spam
sms16642, plz i wilsubscribe me frndzzl subscribe u back,spam
sms16643,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",spam
sms16644,SUBSCRIBE ME AND I REQUITE,spam
sms16645,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam
sms16646,I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),spam
sms16647,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",spam
sms16648,How To Make A Lot Of Money Fast,spam
sms16649,visit &quot; ww estiloproduction com &quot; best website to make money,spam
sms16650,Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,spam
sms16651,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam
sms16652,Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,spam
sms16653,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam
sms16654,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",spam
sms16655,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",spam
sms16656,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",spam
sms16657,Check out my channel :),spam
sms16658,subscribe  my,spam
sms16659,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam
sms16660,Please visit this Website: oldchat.tk,spam
sms16661,Please visit this Website: oldchat.tk,spam
sms16662,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",spam
sms16663,Check Out Daneja Good Girl,spam
sms16664,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam
sms16665,Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,spam
sms16666,Check out my bass cover of hips don&#39;t lie by shakira!,spam
sms16667,Subscribe to my channel :)  &lt;3,spam
sms16668,The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,spam
sms16669,subscribe now!!!!!! love the song!!!!!! love football!!!,spam
sms16670,so beutiful,ham
sms16671,so beutiful,ham
sms16672,She&#39;s so pretty,ham
sms16673,I like,ham
sms16674,She is perfect,ham
sms16675,1 753 682 421 GANGNAM STYLE ^^,spam
sms16676,Your a fucking bitch,ham
sms16677,this song is racist,ham
sms16678,Where are Shakifans?,ham
sms16679,like!!!!!,ham
sms16680,I want new song,ham
sms16681,Shakira is perfect,ham
sms16682,Shakira :-*,ham
sms16683,I remember this :D,ham
sms16684,Waka waka,ham
sms16685,This makes me miss the world cup,ham
sms16686,best song eva,ham
sms16687,I love it,ham
sms16688,"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",spam
sms16689,"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",spam
sms16690,"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",spam
sms16691," I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",spam
sms16692,her voice is so wow!,ham
sms16693,Shakira :-*,ham
sms16694,:),ham
sms16695,wow,ham
sms16696,I love you,ham
sms16697,i like and love so much people all friends..... I love Shakira ^^,ham
sms16698,:),ham
sms16699,Shakira I love you,ham
sms16700,beautiful,ham
sms16701,Shakira is very beautiful,ham
sms16702,She is good,ham
sms16703,God she is so hot,ham
sms16704,She is perfect! &lt;3,ham
sms16705,Wow,ham
sms16706,Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,ham
sms16707,CHECK OUT DANEJA GOOD GIRL,spam
sms16708,Check out my covers please!,spam
sms16709,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",spam
sms16710,"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!",spam
sms16711,Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,spam
sms16712,Hi. Check out and share our songs.,spam
sms16713,Subscribe &amp; Like /watch?v=5tu9gN1l310,spam
sms16714,/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,spam
sms16715,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,spam
sms16716,HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,spam
sms16717,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",spam
sms16718,please visit our web: wellcomemd.blogfa.com,spam
sms16719,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,spam
sms16720,She is perfect,ham
sms16721,ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,spam
sms16722,Beautiful song beautiful girl it works,ham
sms16723,Shakira :-*,ham
sms16724,OMG LOVE THIS!,ham
sms16725,Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),ham
sms16726,awesome,ham
sms16727,cool,ham
sms16728,This Song will never get old,ham
sms16729,I always have goose bumps at that part,ham
sms16730,Love it,ham
sms16731,I love this song,ham
sms16732,"I want to see Shakira, not football :)",ham
sms16733,good!!,ham
sms16734,Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,spam
sms16735,&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. “UNITED WE STAND “  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,spam
sms16736,"Part 5. Comforter of the afflicted, pray for us Help of Christians, pray for us Queen of Angels, pray for us Queen of Patriarchs, pray for us Queen of Prophets, pray for us Queen of Apostles, pray for us Queen of Martyrs, pray for us Queen of Confessors, pray for us Queen of Virgins, pray for us Queen of all Saints, pray for us Queen conceived without original sin, pray for us Queen of the most holy Rosary, pray for us Queen of the family, pray for us Queen of peace, pray for us ",spam
sms16737,"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us ",spam
sms16738,Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,spam
sms16739,Nice song ^_^,ham
sms16740,god she is so sexy! drives me crazy!,ham
sms16741,WOw,ham
sms16742,shakira is the best!,ham
sms16743,Nice,ham
sms16744,Shakira,ham
sms16745,Shakira :-*,ham
sms16746,the best!,ham
sms16747,"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence ",spam
sms16748,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,spam
sms16749,"PLEASE CHECK OUT THIS VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U :)",spam
sms16750,WAYS TO MAKE MONEY 50k Per Month Search google Now &gt;&gt; 9nl.me/make-money-without-investment-1,spam
sms16751,Meet The Richest Online Marketer  NOW CLICK : bit.ly/make-money-without-adroid,spam
sms16752,How did you know that people makes another account just for subscribing itself and liking??? :),spam
sms16753,:) I&#39;ll subscribe to you. You look Nice :),spam
sms16754,Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,spam
sms16755,WOW muslims are really egoistic..... 23% of the World population and not in this video or donating 1 dollar to the poor ones in Africa :( shame on those terrorist muslims,spam
sms16756,Wats Good Go Check Out My Music On Da Channel Ik Yall Got me,spam
sms16757,I Know Y&#39;all Can Check Out Amy Music Because Yall Got Me Go To Da Channel,spam
sms16758,Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,spam
sms16759,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",spam
sms16760,SO THEN HOW ARE YOU GOING TO CALL YOURSELF A INSTRUMENTAL SONGWRITER IF THERES NO SINGING THERES NO SONG TO WRITE!?!?! LOL.   YOU GOT ALOT TO LEARN KID BUT HEY DON&#39;T FORGET TO SUBSCRIBE!,spam
sms16761,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",spam
sms16762,Please go in and see our Channel and subscribe :-). It would be Nice mate.,spam
sms16763,wanna earn money online without investment.....just visit this link .....therglove.blogspot.in/2013/08/blog-post_10.html,spam
sms16764,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",spam
sms16765,CHECK OUT THE DUBSTEP VERSION,spam
sms16766,i can to make money,spam
sms16767,Wanna Laugh??? Please SUBSCRIBE to our channel!!!,spam
sms16768,Earn money for being online with 0 efforts!    bit.ly\14gKvDo,spam
sms16769,"Could you please check out my covers on my channel? I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes,  could you have a listen to one or two of my covers , Feel free to comment and subscribe :) Thank you! ",spam
sms16770,adf.ly /KlD3Y,spam
